frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
394,0,6.556,0.98,1,0.06,0.04,0.00,0.05,0.00,0.00,0.00,0.35,0.28,0.71,0.25,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
395,0,6.573,0.98,1,0.06,0.01,0.00,0.02,0.00,0.00,0.00,0.36,0.28,0.72,0.24,0.17,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
396,0,6.590,0.98,1,0.11,0.05,0.00,0.01,0.00,0.00,0.00,0.40,0.31,0.74,0.21,0.12,0.00,0.00,0.07,0.01,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
397,0,6.607,0.98,1,0.15,0.07,0.04,0.01,0.00,0.08,0.00,0.38,0.39,0.74,0.22,0.11,0.00,0.00,0.12,0.04,0.53,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
398,0,6.623,0.98,1,0.23,0.17,0.16,0.00,0.12,0.20,0.00,0.38,0.50,0.63,0.20,0.06,0.08,0.00,0.22,0.11,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
399,0,6.640,0.98,1,0.35,0.22,0.21,0.00,0.18,0.20,0.10,0.44,0.58,0.67,0.12,0.08,0.10,0.00,0.20,0.14,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
400,0,6.657,0.98,1,0.48,0.25,0.22,0.00,0.18,0.12,0.13,0.47,0.61,0.68,0.11,0.04,0.13,0.00,0.22,0.17,4.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
401,0,6.673,0.98,1,0.53,0.17,0.21,0.00,0.12,0.00,0.16,0.50,0.61,0.81,0.11,0.04,0.12,0.00,0.13,0.10,4.48,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
402,0,6.690,0.98,1,0.57,0.17,0.20,0.00,0.07,0.00,0.16,0.48,0.59,0.94,0.11,0.08,0.10,0.00,0.08,0.16,4.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
403,0,6.707,0.98,1,0.56,0.14,0.19,0.00,0.07,0.00,0.18,0.53,0.55,0.94,0.05,0.08,0.08,0.00,0.14,0.14,4.53,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
404,0,6.723,0.98,1,0.53,0.16,0.19,0.00,0.04,0.00,0.18,0.60,0.55,0.92,0.07,0.12,0.11,0.00,0.16,0.14,4.48,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
405,0,6.740,0.98,1,0.45,0.08,0.22,0.00,0.06,0.00,0.20,0.59,0.55,0.84,0.07,0.06,0.11,0.00,0.25,0.09,4.59,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
406,0,6.757,0.98,1,0.41,0.05,0.24,0.00,0.06,0.00,0.22,0.58,0.53,0.85,0.13,0.05,0.10,0.00,0.26,0.04,4.55,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
407,0,6.773,0.98,1,0.45,0.03,0.25,0.00,0.05,0.00,0.22,0.56,0.50,0.84,0.09,0.00,0.14,0.00,0.32,0.04,4.58,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
408,0,6.790,0.98,1,0.49,0.03,0.28,0.00,0.04,0.00,0.23,0.57,0.51,0.83,0.09,0.03,0.14,0.00,0.37,0.09,4.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
409,0,6.807,0.98,1,0.47,0.03,0.31,0.00,0.04,0.00,0.23,0.59,0.54,0.85,0.08,0.06,0.16,0.00,0.36,0.09,4.62,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
410,0,6.823,0.98,1,0.42,0.00,0.29,0.00,0.03,0.00,0.22,0.63,0.55,0.87,0.12,0.07,0.17,0.00,0.35,0.09,4.61,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
411,0,6.840,0.98,1,0.38,0.00,0.31,0.00,0.01,0.00,0.17,0.58,0.49,0.80,0.12,0.09,0.17,0.00,0.31,0.07,4.57,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
412,0,6.857,0.98,1,0.36,0.00,0.32,0.00,0.01,0.00,0.19,0.51,0.45,0.87,0.15,0.08,0.15,0.00,0.31,0.07,4.53,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
413,0,6.873,0.98,1,0.36,0.00,0.30,0.00,0.05,0.00,0.20,0.52,0.46,0.86,0.11,0.07,0.12,0.00,0.37,0.07,4.56,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
414,0,6.890,0.98,1,0.41,0.00,0.29,0.00,0.05,0.00,0.23,0.62,0.49,0.94,0.13,0.04,0.13,0.00,0.33,0.03,4.61,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
415,0,6.907,0.98,1,0.41,0.01,0.33,0.00,0.05,0.00,0.28,0.64,0.49,0.89,0.06,0.05,0.13,0.00,0.34,0.03,4.64,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
416,0,6.924,0.98,1,0.41,0.01,0.38,0.00,0.05,0.00,0.27,0.68,0.49,0.92,0.06,0.09,0.12,0.00,0.26,0.08,4.64,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
417,0,6.940,0.98,1,0.33,0.01,0.35,0.00,0.05,0.00,0.28,0.64,0.52,0.92,0.05,0.12,0.12,0.00,0.30,0.13,4.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
418,0,6.957,0.98,1,0.35,0.00,0.30,0.00,0.05,0.00,0.25,0.71,0.54,0.90,0.13,0.11,0.12,0.00,0.33,0.18,4.64,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
419,0,6.974,0.98,1,0.34,0.00,0.29,0.00,0.05,0.00,0.28,0.68,0.54,0.89,0.16,0.06,0.01,0.00,0.41,0.15,4.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
420,0,6.990,0.98,1,0.36,0.00,0.33,0.00,0.05,0.00,0.26,0.69,0.54,0.85,0.16,0.05,0.01,0.00,0.40,0.11,4.66,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
421,0,7.007,0.98,1,0.34,0.00,0.30,0.00,0.05,0.00,0.26,0.66,0.53,0.82,0.16,0.08,0.01,0.00,0.39,0.08,4.62,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
422,0,7.024,0.98,1,0.33,0.00,0.31,0.00,0.05,0.00,0.28,0.66,0.55,0.73,0.13,0.14,0.03,0.00,0.33,0.05,4.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
423,0,7.040,0.98,1,0.36,0.00,0.29,0.00,0.05,0.00,0.31,0.66,0.53,0.76,0.15,0.16,0.03,0.00,0.34,0.10,4.61,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
424,0,7.057,0.98,1,0.43,0.00,0.36,0.00,0.05,0.00,0.36,0.77,0.60,0.81,0.04,0.17,0.03,0.00,0.26,0.13,4.64,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
425,0,7.074,0.98,1,0.41,0.00,0.32,0.00,0.00,0.00,0.36,0.74,0.56,0.94,0.16,0.14,0.00,0.00,0.29,0.18,4.71,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
426,0,7.090,0.98,1,0.36,0.00,0.36,0.00,0.03,0.00,0.30,0.77,0.56,0.86,0.19,0.15,0.00,0.00,0.29,0.10,4.61,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
427,0,7.107,0.98,1,0.32,0.00,0.36,0.00,0.07,0.00,0.23,0.71,0.56,0.82,0.18,0.19,0.00,0.00,0.30,0.09,4.56,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
428,0,7.124,0.98,1,0.33,0.00,0.41,0.00,0.07,0.00,0.23,0.79,0.57,0.84,0.14,0.19,0.00,0.00,0.32,0.04,4.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
429,0,7.140,0.98,1,0.36,0.00,0.38,0.00,0.04,0.00,0.25,0.80,0.58,0.92,0.09,0.20,0.00,0.00,0.21,0.12,4.66,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
430,0,7.157,0.98,1,0.39,0.00,0.35,0.00,0.00,0.00,0.24,0.83,0.59,0.96,0.11,0.18,0.00,0.00,0.17,0.20,4.68,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
431,0,7.174,0.98,1,0.48,0.00,0.31,0.00,0.00,0.00,0.21,0.84,0.61,0.94,0.05,0.21,0.00,0.00,0.07,0.28,4.62,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
432,0,7.190,0.98,1,0.49,0.00,0.26,0.00,0.00,0.00,0.21,0.82,0.61,0.89,0.07,0.26,0.00,0.00,0.12,0.30,4.71,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
433,0,7.207,0.98,1,0.51,0.00,0.27,0.00,0.00,0.00,0.24,0.83,0.58,0.92,0.05,0.26,0.00,0.00,0.09,0.26,4.61,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
434,0,7.224,0.98,1,0.49,0.00,0.30,0.00,0.00,0.00,0.27,0.83,0.59,0.93,0.01,0.29,0.00,0.00,0.11,0.28,4.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
435,0,7.241,0.98,1,0.49,0.00,0.31,0.00,0.00,0.00,0.30,0.81,0.57,0.97,0.00,0.28,0.03,0.00,0.13,0.25,4.57,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
436,0,7.257,0.98,1,0.45,0.00,0.29,0.00,0.00,0.00,0.31,0.78,0.56,0.97,0.01,0.30,0.03,0.00,0.21,0.25,4.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
437,0,7.274,0.98,1,0.46,0.00,0.28,0.00,0.00,0.00,0.31,0.77,0.50,0.97,0.01,0.31,0.03,0.00,0.24,0.20,4.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
438,0,7.291,0.98,1,0.48,0.00,0.29,0.00,0.00,0.00,0.31,0.78,0.45,0.98,0.01,0.27,0.00,0.00,0.23,0.14,4.47,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
439,0,7.307,0.98,1,0.49,0.00,0.35,0.00,0.00,0.00,0.34,0.74,0.44,0.98,0.00,0.26,0.01,0.00,0.28,0.09,4.47,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
440,0,7.324,0.98,1,0.49,0.00,0.38,0.00,0.00,0.00,0.38,0.71,0.46,0.97,0.02,0.23,0.02,0.00,0.31,0.15,4.53,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
441,0,7.341,0.98,1,0.44,0.00,0.41,0.00,0.00,0.00,0.38,0.71,0.50,0.98,0.02,0.21,0.02,0.00,0.36,0.22,4.47,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
442,0,7.357,0.98,1,0.44,0.00,0.41,0.00,0.00,0.00,0.31,0.78,0.53,0.96,0.02,0.20,0.00,0.00,0.35,0.26,4.53,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
443,0,7.374,0.98,1,0.43,0.00,0.37,0.00,0.00,0.00,0.27,0.80,0.54,0.96,0.00,0.21,0.00,0.00,0.28,0.22,4.51,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
444,0,7.391,0.98,1,0.46,0.00,0.35,0.00,0.00,0.00,0.24,0.81,0.54,0.89,0.00,0.23,0.00,0.00,0.24,0.23,4.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
445,0,7.407,0.98,1,0.47,0.00,0.36,0.00,0.00,0.00,0.24,0.79,0.50,0.86,0.00,0.24,0.00,0.00,0.17,0.15,4.56,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
446,0,7.424,0.98,1,0.49,0.00,0.42,0.00,0.00,0.00,0.26,0.75,0.47,0.87,0.00,0.26,0.03,0.00,0.14,0.18,4.54,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
447,0,7.441,0.98,1,0.51,0.00,0.44,0.00,0.00,0.00,0.27,0.73,0.45,0.88,0.01,0.27,0.03,0.00,0.10,0.14,4.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
448,0,7.457,0.98,1,0.51,0.00,0.43,0.00,0.00,0.00,0.30,0.71,0.45,0.89,0.01,0.23,0.03,0.00,0.11,0.19,4.45,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
449,0,7.474,0.98,1,0.53,0.00,0.42,0.00,0.00,0.00,0.29,0.73,0.47,0.85,0.01,0.21,0.03,0.00,0.11,0.19,4.54,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
450,0,7.491,0.98,1,0.53,0.00,0.43,0.00,0.00,0.00,0.30,0.73,0.47,0.82,0.01,0.22,0.03,0.00,0.09,0.20,4.58,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
451,0,7.507,0.98,1,0.53,0.00,0.44,0.00,0.00,0.00,0.30,0.71,0.48,0.78,0.01,0.25,0.03,0.00,0.07,0.17,4.57,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
452,0,7.524,0.98,1,0.54,0.00,0.41,0.00,0.00,0.00,0.31,0.71,0.51,0.77,0.01,0.26,0.00,0.00,0.09,0.10,4.42,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
453,0,7.541,0.98,1,0.57,0.00,0.41,0.00,0.00,0.00,0.32,0.73,0.51,0.81,0.00,0.32,0.01,0.00,0.15,0.12,4.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
454,0,7.557,0.98,1,0.61,0.00,0.40,0.00,0.00,0.00,0.28,0.77,0.52,0.84,0.00,0.33,0.04,0.00,0.18,0.16,4.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
455,0,7.574,0.98,1,0.60,0.00,0.41,0.00,0.00,0.00,0.29,0.80,0.52,0.89,0.00,0.33,0.10,0.00,0.18,0.19,4.48,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
456,0,7.591,0.98,1,0.59,0.00,0.42,0.00,0.00,0.00,0.29,0.79,0.50,0.93,0.00,0.28,0.10,0.00,0.19,0.19,4.44,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
457,0,7.608,0.98,1,0.57,0.00,0.46,0.00,0.00,0.00,0.34,0.77,0.47,0.99,0.00,0.27,0.07,0.00,0.24,0.23,4.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
458,0,7.624,0.98,1,0.56,0.00,0.52,0.00,0.01,0.00,0.34,0.78,0.47,0.99,0.02,0.31,0.02,0.00,0.27,0.26,4.37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
459,0,7.641,0.98,1,0.53,0.00,0.48,0.00,0.01,0.00,0.35,0.82,0.48,0.95,0.04,0.29,0.01,0.00,0.25,0.22,4.42,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
460,0,7.658,0.98,1,0.54,0.00,0.44,0.00,0.01,0.00,0.35,0.88,0.49,0.90,0.04,0.27,0.00,0.00,0.19,0.15,4.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
461,0,7.674,0.98,1,0.57,0.00,0.38,0.00,0.01,0.00,0.34,0.86,0.50,0.84,0.05,0.25,0.00,0.00,0.20,0.17,4.52,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
462,0,7.691,0.98,1,0.63,0.05,0.38,0.00,0.01,0.00,0.31,0.77,0.51,0.80,0.03,0.23,0.03,0.00,0.20,0.16,4.47,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
463,0,7.708,0.98,1,0.65,0.09,0.41,0.00,0.01,0.00,0.29,0.65,0.47,0.81,0.03,0.22,0.03,0.00,0.23,0.13,4.45,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
464,0,7.724,0.98,1,0.69,0.14,0.42,0.00,0.00,0.00,0.27,0.56,0.42,0.87,0.00,0.20,0.06,0.00,0.24,0.04,4.47,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
465,0,7.741,0.98,1,0.68,0.10,0.43,0.00,0.00,0.00,0.29,0.55,0.39,0.92,0.00,0.17,0.03,0.00,0.23,0.02,4.54,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
466,0,7.758,0.98,1,0.71,0.09,0.44,0.00,0.00,0.00,0.27,0.58,0.41,0.86,0.00,0.20,0.04,0.00,0.24,0.02,4.43,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
467,0,7.774,0.98,1,0.71,0.04,0.44,0.00,0.00,0.00,0.24,0.63,0.42,0.82,0.00,0.19,0.04,0.00,0.21,0.10,4.42,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
468,0,7.791,0.98,1,0.73,0.03,0.47,0.00,0.00,0.00,0.22,0.69,0.42,0.75,0.00,0.23,0.04,0.00,0.24,0.18,4.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
469,0,7.808,0.98,1,0.70,0.00,0.47,0.00,0.00,0.00,0.20,0.68,0.41,0.83,0.00,0.16,0.03,0.00,0.20,0.21,4.49,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
470,0,7.824,0.98,1,0.65,0.00,0.50,0.00,0.02,0.00,0.17,0.67,0.44,0.89,0.00,0.15,0.00,0.00,0.19,0.14,4.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
471,0,7.841,0.98,1,0.57,0.03,0.50,0.00,0.07,0.00,0.15,0.64,0.45,0.92,0.00,0.17,0.00,0.00,0.18,0.14,4.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
472,0,7.858,0.98,1,0.45,0.05,0.50,0.00,0.13,0.00,0.20,0.69,0.47,0.84,0.00,0.21,0.00,0.00,0.20,0.18,4.24,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
473,0,7.874,0.98,1,0.34,0.05,0.46,0.00,0.19,0.19,0.27,0.69,0.48,0.70,0.02,0.24,0.05,0.00,0.23,0.27,4.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
474,0,7.891,0.98,1,0.25,0.02,0.42,0.00,0.25,0.39,0.36,0.69,0.51,0.60,0.07,0.15,0.05,0.00,0.25,0.27,3.71,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
475,0,7.908,0.98,1,0.20,0.00,0.39,0.00,0.30,0.64,0.42,0.59,0.54,0.57,0.07,0.16,0.05,0.00,0.23,0.28,3.32,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
476,0,7.925,0.98,1,0.12,0.00,0.40,0.00,0.34,0.68,0.33,0.57,0.54,0.54,0.07,0.08,0.04,0.00,0.16,0.18,2.88,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
477,0,7.941,0.98,1,0.06,0.01,0.40,0.00,0.31,0.69,0.26,0.47,0.54,0.57,0.09,0.14,0.04,0.00,0.19,0.17,2.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
478,0,7.958,0.98,1,0.00,0.01,0.29,0.00,0.27,0.47,0.18,0.51,0.54,0.62,0.15,0.09,0.04,0.00,0.22,0.07,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
479,0,7.975,0.98,1,0.00,0.01,0.16,0.00,0.18,0.30,0.21,0.52,0.52,0.71,0.15,0.16,0.00,0.00,0.22,0.07,1.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
480,0,7.991,0.98,1,0.00,0.00,0.04,0.00,0.10,0.11,0.19,0.60,0.51,0.78,0.13,0.18,0.00,0.00,0.14,0.09,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
481,0,8.008,0.98,1,0.00,0.00,0.02,0.00,0.02,0.15,0.18,0.60,0.49,0.74,0.16,0.22,0.00,0.00,0.10,0.14,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
482,0,8.025,0.98,1,0.00,0.00,0.01,0.00,0.00,0.17,0.18,0.53,0.48,0.69,0.26,0.22,0.00,0.00,0.11,0.16,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
