frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
860,0,14.331,0.98,1,0.00,0.00,0.00,0.00,2.47,2.26,0.00,2.11,3.35,2.89,0.00,0.00,0.76,0.61,2.55,0.28,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
861,0,14.348,0.98,1,0.00,0.00,0.00,0.00,2.48,2.29,0.00,2.09,3.34,2.89,0.00,0.00,0.70,0.68,2.54,0.27,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
862,0,14.364,0.98,1,0.00,0.00,0.00,0.00,2.50,2.27,0.00,2.11,3.34,2.93,0.00,0.00,0.72,0.72,2.48,0.24,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
863,0,14.381,0.98,1,0.00,0.00,0.00,0.00,2.52,2.27,0.00,2.14,3.34,2.94,0.00,0.00,0.71,0.73,2.46,0.25,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
864,0,14.398,0.98,1,0.00,0.00,0.00,0.00,2.51,2.23,0.00,2.19,3.36,2.98,0.00,0.00,0.77,0.70,2.38,0.24,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
865,0,14.414,0.98,1,0.00,0.00,0.00,0.00,2.52,2.23,0.00,2.17,3.38,2.94,0.00,0.00,0.75,0.68,2.38,0.26,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
866,0,14.431,0.98,1,0.00,0.00,0.00,0.00,2.52,2.17,0.00,2.17,3.39,2.95,0.00,0.00,0.71,0.66,2.34,0.22,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
867,0,14.448,0.98,1,0.00,0.00,0.00,0.00,2.58,2.11,0.00,2.20,3.40,2.93,0.00,0.00,0.72,0.64,2.36,0.25,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
868,0,14.464,0.98,1,0.00,0.00,0.00,0.00,2.60,2.12,0.00,2.23,3.39,2.93,0.00,0.00,0.66,0.63,2.45,0.23,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
869,0,14.481,0.98,1,0.00,0.00,0.00,0.00,2.59,2.19,0.00,2.26,3.38,2.96,0.00,0.00,0.72,0.62,2.48,0.23,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
870,0,14.498,0.98,1,0.00,0.00,0.00,0.00,2.55,2.24,0.01,2.28,3.39,3.01,0.00,0.00,0.72,0.60,2.52,0.21,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
871,0,14.514,0.98,1,0.00,0.00,0.00,0.00,2.53,2.23,0.04,2.31,3.40,3.05,0.00,0.00,0.79,0.56,2.47,0.16,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
872,0,14.531,0.98,1,0.00,0.00,0.00,0.00,2.57,2.19,0.05,2.34,3.38,3.02,0.00,0.00,0.66,0.56,2.47,0.10,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
873,0,14.548,0.98,1,0.00,0.00,0.00,0.00,2.57,2.10,0.05,2.35,3.39,2.95,0.00,0.00,0.59,0.54,2.40,0.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
874,0,14.564,0.98,1,0.00,0.00,0.00,0.00,2.58,2.05,0.02,2.36,3.41,2.93,0.00,0.00,0.46,0.56,2.39,0.09,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
875,0,14.581,0.98,1,0.00,0.00,0.00,0.00,2.56,2.05,0.00,2.32,3.43,2.96,0.00,0.00,0.48,0.58,2.38,0.18,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
876,0,14.598,0.98,1,0.00,0.00,0.00,0.00,2.55,2.12,0.00,2.28,3.42,2.95,0.00,0.00,0.47,0.62,2.42,0.28,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
877,0,14.614,0.98,1,0.00,0.00,0.00,0.00,2.57,2.24,0.01,2.24,3.39,2.94,0.00,0.00,0.51,0.65,2.36,0.31,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
878,0,14.631,0.98,1,0.00,0.00,0.00,0.00,2.58,2.24,0.02,2.24,3.39,2.94,0.00,0.00,0.46,0.67,2.39,0.31,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
879,0,14.648,0.98,1,0.00,0.00,0.00,0.00,2.57,2.27,0.02,2.24,3.38,2.98,0.00,0.00,0.38,0.69,2.40,0.33,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
880,0,14.665,0.98,1,0.00,0.00,0.00,0.00,2.53,2.19,0.02,2.24,3.39,3.00,0.00,0.00,0.34,0.70,2.46,0.36,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
881,0,14.681,0.98,1,0.00,0.00,0.00,0.00,2.48,2.17,0.00,2.23,3.39,2.93,0.00,0.00,0.28,0.71,2.41,0.35,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
882,0,14.698,0.98,1,0.00,0.00,0.00,0.00,2.46,2.05,0.02,2.20,3.38,2.87,0.00,0.00,0.31,0.72,2.39,0.34,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
883,0,14.715,0.98,1,0.00,0.00,0.00,0.00,2.46,2.07,0.04,2.16,3.37,2.85,0.00,0.00,0.25,0.71,2.32,0.26,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
884,0,14.731,0.98,1,0.00,0.00,0.00,0.00,2.48,2.03,0.06,2.15,3.38,2.82,0.00,0.00,0.27,0.70,2.34,0.32,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
885,0,14.748,0.98,1,0.00,0.00,0.00,0.00,2.49,2.05,0.05,2.17,3.40,2.77,0.00,0.00,0.24,0.66,2.33,0.29,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
886,0,14.765,0.98,1,0.00,0.00,0.00,0.00,2.49,1.87,0.03,2.18,3.41,2.73,0.00,0.00,0.30,0.63,2.39,0.26,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
887,0,14.781,0.98,1,0.00,0.00,0.00,0.00,2.47,1.84,0.01,2.20,3.41,2.73,0.00,0.00,0.31,0.61,2.41,0.17,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
888,0,14.798,0.98,1,0.00,0.00,0.00,0.00,2.48,1.81,0.02,2.18,3.40,2.75,0.00,0.00,0.30,0.62,2.42,0.12,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
889,0,14.815,0.98,1,0.00,0.00,0.00,0.00,2.47,1.84,0.02,2.17,3.39,2.72,0.00,0.00,0.29,0.64,2.39,0.09,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
890,0,14.831,0.98,1,0.00,0.00,0.00,0.00,2.47,1.78,0.05,2.16,3.37,2.67,0.00,0.00,0.38,0.63,2.38,0.05,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
891,0,14.848,0.98,1,0.00,0.00,0.00,0.00,2.46,1.77,0.04,2.16,3.36,2.61,0.00,0.00,0.43,0.62,2.38,0.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
892,0,14.865,0.98,1,0.00,0.00,0.00,0.00,2.44,1.81,0.08,2.11,3.35,2.55,0.00,0.00,0.43,0.60,2.40,0.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
893,0,14.881,0.98,1,0.00,0.00,0.00,0.00,2.40,1.83,0.07,2.03,3.33,2.54,0.00,0.00,0.29,0.60,2.38,0.08,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
894,0,14.898,0.98,1,0.00,0.00,0.00,0.00,2.33,1.86,0.07,2.00,3.32,2.53,0.00,0.00,0.18,0.59,2.36,0.09,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
895,0,14.915,0.98,1,0.00,0.00,0.00,0.00,2.33,1.80,0.05,2.04,3.33,2.54,0.00,0.00,0.17,0.62,2.38,0.18,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
896,0,14.931,0.98,1,0.00,0.00,0.00,0.00,2.30,1.87,0.03,2.05,3.36,2.53,0.00,0.00,0.18,0.62,2.34,0.18,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
897,0,14.948,0.98,1,0.00,0.00,0.00,0.00,2.30,1.93,0.02,2.03,3.37,2.50,0.00,0.00,0.25,0.63,2.37,0.20,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
898,0,14.965,0.98,1,0.00,0.00,0.00,0.00,2.30,2.05,0.03,1.99,3.38,2.51,0.00,0.00,0.18,0.61,2.37,0.16,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
899,0,14.981,0.98,1,0.00,0.00,0.00,0.00,2.33,2.04,0.06,1.99,3.37,2.51,0.00,0.00,0.17,0.65,2.43,0.18,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
900,0,14.998,0.98,1,0.00,0.00,0.00,0.00,2.35,1.96,0.08,1.99,3.36,2.56,0.00,0.00,0.13,0.65,2.41,0.18,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
901,0,15.015,0.98,1,0.00,0.00,0.00,0.00,2.32,1.94,0.08,1.97,3.33,2.55,0.00,0.00,0.22,0.66,2.36,0.19,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
902,0,15.032,0.98,1,0.00,0.00,0.00,0.00,2.28,1.94,0.07,1.98,3.33,2.56,0.00,0.00,0.29,0.63,2.32,0.15,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
903,0,15.048,0.98,1,0.00,0.00,0.00,0.00,2.27,2.06,0.05,1.98,3.33,2.54,0.00,0.00,0.29,0.64,2.32,0.11,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
904,0,15.065,0.98,1,0.00,0.00,0.00,0.00,2.27,2.02,0.02,1.97,3.32,2.57,0.00,0.00,0.30,0.65,2.34,0.09,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
905,0,15.082,0.98,1,0.00,0.00,0.00,0.00,2.28,1.98,0.03,1.95,3.32,2.52,0.00,0.00,0.28,0.64,2.34,0.05,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
906,0,15.098,0.98,1,0.00,0.00,0.00,0.00,2.26,1.90,0.04,1.95,3.32,2.51,0.00,0.00,0.34,0.63,2.33,0.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
907,0,15.115,0.98,1,0.00,0.00,0.00,0.00,2.26,1.95,0.04,1.99,3.32,2.48,0.00,0.00,0.29,0.61,2.26,0.01,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
908,0,15.132,0.98,1,0.00,0.00,0.00,0.00,2.25,1.98,0.04,2.00,3.29,2.53,0.00,0.00,0.25,0.62,2.22,0.02,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
909,0,15.148,0.98,1,0.00,0.00,0.00,0.00,2.26,1.95,0.03,1.97,3.26,2.55,0.00,0.00,0.18,0.64,2.22,0.07,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
910,0,15.165,0.98,1,0.00,0.00,0.00,0.00,2.25,1.99,0.02,1.95,3.25,2.58,0.00,0.00,0.19,0.64,2.26,0.07,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
911,0,15.182,0.98,1,0.00,0.00,0.00,0.00,2.26,1.98,0.01,1.96,3.26,2.57,0.00,0.00,0.27,0.63,2.32,0.06,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
912,0,15.198,0.98,1,0.00,0.00,0.00,0.00,2.27,2.02,0.04,2.00,3.25,2.60,0.00,0.00,0.33,0.61,2.35,0.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
913,0,15.215,0.98,1,0.00,0.00,0.00,0.00,2.26,1.97,0.05,1.99,3.29,2.63,0.00,0.00,0.30,0.59,2.33,0.05,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
914,0,15.232,0.98,1,0.00,0.00,0.00,0.00,2.22,1.99,0.08,1.95,3.29,2.67,0.00,0.00,0.27,0.59,2.36,0.08,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
915,0,15.248,0.98,1,0.00,0.00,0.00,0.00,2.21,1.95,0.10,1.92,3.30,2.67,0.00,0.00,0.20,0.59,2.39,0.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
916,0,15.265,0.98,1,0.00,0.00,0.00,0.00,2.23,1.84,0.11,1.96,3.27,2.64,0.00,0.00,0.20,0.58,2.42,0.03,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
917,0,15.282,0.98,1,0.00,0.00,0.00,0.00,2.25,1.79,0.09,1.98,3.30,2.65,0.00,0.00,0.30,0.57,2.39,0.01,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
918,0,15.298,0.98,1,0.00,0.00,0.00,0.00,2.26,1.74,0.07,2.02,3.30,2.62,0.00,0.00,0.38,0.55,2.35,0.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
919,0,15.315,0.98,1,0.00,0.00,0.00,0.00,2.23,1.73,0.09,1.99,3.32,2.66,0.00,0.00,0.39,0.51,2.35,0.06,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
920,0,15.332,0.98,1,0.00,0.00,0.00,0.00,2.22,1.76,0.09,2.02,3.31,2.64,0.00,0.00,0.31,0.50,2.38,0.05,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
921,0,15.349,0.98,1,0.00,0.00,0.00,0.00,2.20,1.81,0.07,1.98,3.32,2.65,0.00,0.00,0.24,0.51,2.40,0.03,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
922,0,15.365,0.98,1,0.00,0.00,0.00,0.00,2.19,1.77,0.04,1.99,3.30,2.58,0.00,0.00,0.23,0.55,2.40,0.01,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
923,0,15.382,0.98,1,0.00,0.00,0.00,0.00,2.18,1.64,0.06,1.97,3.28,2.56,0.00,0.00,0.17,0.54,2.41,0.06,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
924,0,15.399,0.98,1,0.00,0.00,0.00,0.00,2.20,1.58,0.07,2.00,3.26,2.53,0.00,0.00,0.16,0.54,2.39,0.10,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
925,0,15.415,0.98,1,0.00,0.00,0.00,0.00,2.21,1.66,0.06,1.98,3.27,2.54,0.00,0.00,0.16,0.51,2.42,0.10,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
926,0,15.432,0.98,1,0.00,0.00,0.00,0.00,2.23,1.71,0.04,2.00,3.27,2.53,0.00,0.00,0.23,0.51,2.40,0.05,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
927,0,15.449,0.98,1,0.00,0.00,0.00,0.00,2.20,1.68,0.03,1.95,3.27,2.54,0.00,0.00,0.23,0.51,2.42,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
928,0,15.465,0.98,1,0.00,0.00,0.00,0.00,2.19,1.63,0.04,1.96,3.27,2.51,0.00,0.00,0.28,0.54,2.40,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
929,0,15.482,0.98,1,0.00,0.00,0.00,0.00,2.17,1.67,0.03,1.95,3.26,2.47,0.00,0.00,0.24,0.54,2.42,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
930,0,15.499,0.98,1,0.00,0.00,0.00,0.00,2.18,1.75,0.02,1.97,3.24,2.45,0.00,0.00,0.23,0.55,2.44,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
931,0,15.515,0.98,1,0.00,0.00,0.00,0.00,2.17,1.66,0.00,1.96,3.21,2.43,0.00,0.00,0.22,0.52,2.46,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
932,0,15.532,0.98,1,0.00,0.00,0.00,0.00,2.15,1.60,0.00,1.92,3.19,2.40,0.00,0.00,0.26,0.52,2.52,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
933,0,15.549,0.98,1,0.00,0.00,0.00,0.00,2.12,1.48,0.02,1.86,3.17,2.41,0.00,0.00,0.32,0.51,2.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
934,0,15.565,0.98,1,0.00,0.00,0.00,0.00,2.11,1.56,0.05,1.85,3.16,2.42,0.00,0.00,0.33,0.51,2.49,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
935,0,15.582,0.98,1,0.00,0.00,0.00,0.00,2.11,1.46,0.08,1.86,3.16,2.44,0.00,0.00,0.31,0.52,2.36,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
936,0,15.599,0.98,1,0.00,0.00,0.00,0.00,2.14,1.51,0.10,1.85,3.16,2.41,0.00,0.00,0.28,0.52,2.36,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
937,0,15.615,0.98,1,0.00,0.00,0.00,0.00,2.16,1.52,0.08,1.79,3.15,2.36,0.00,0.00,0.29,0.52,2.32,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
938,0,15.632,0.98,1,0.00,0.00,0.00,0.00,2.17,1.61,0.08,1.75,3.15,2.35,0.00,0.00,0.33,0.50,2.32,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
939,0,15.649,0.98,1,0.00,0.00,0.00,0.00,2.16,1.50,0.07,1.74,3.14,2.27,0.00,0.00,0.35,0.48,2.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
940,0,15.666,0.98,1,0.00,0.00,0.00,0.00,2.14,1.52,0.09,1.78,3.14,2.30,0.00,0.00,0.33,0.48,2.29,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
941,0,15.682,0.98,1,0.00,0.00,0.00,0.00,2.11,1.53,0.12,1.77,3.14,2.28,0.00,0.00,0.29,0.47,2.30,0.03,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
942,0,15.699,0.98,1,0.00,0.00,0.00,0.00,2.10,1.62,0.13,1.78,3.13,2.30,0.00,0.00,0.33,0.46,2.30,0.03,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
943,0,15.716,0.98,1,0.00,0.00,0.00,0.00,2.10,1.55,0.12,1.75,3.12,2.27,0.00,0.00,0.35,0.47,2.32,0.03,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
944,0,15.732,0.98,1,0.00,0.00,0.00,0.00,2.10,1.53,0.09,1.79,3.11,2.28,0.00,0.00,0.38,0.49,2.35,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
945,0,15.749,0.98,1,0.00,0.00,0.00,0.00,2.10,1.53,0.09,1.85,3.11,2.28,0.00,0.00,0.43,0.51,2.35,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
946,0,15.766,0.98,1,0.00,0.00,0.00,0.00,2.11,1.61,0.10,1.90,3.09,2.24,0.00,0.00,0.48,0.48,2.40,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
947,0,15.782,0.98,1,0.00,0.00,0.00,0.00,2.11,1.67,0.13,1.93,3.07,2.22,0.00,0.00,0.50,0.44,2.40,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
948,0,15.799,0.98,1,0.00,0.00,0.00,0.00,2.10,1.65,0.12,1.92,3.05,2.21,0.00,0.00,0.44,0.44,2.41,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
